symbol,sector,water_intensity,water_targets,env_score,social_score,gov_score,country
AZI,Consumer Cyclical,,,,,,CHINA
AZN,Healthcare,,,,,,UNITED KINGDOM
AZO,Consumer Cyclical,,,,,,UNITED STATES
AZTA,Healthcare,,,,,,UNITED STATES
AZTR,Healthcare,,,,,,UNITED STATES
AZZ,Industrials,,,,,,UNITED STATES
B,Basic Materials,,,,,,CANADA
BA,Industrials,,,,,,UNITED STATES
BABA,Consumer Cyclical,,,,,,HONG KONG
BAC,Financial Services,,,,,,UNITED STATES
BACC,Financial Services,,,,,,UNITED STATES
BACCR,,,,,,,UNITED STATES
BACCU,Financial Services,,,,,,UNITED STATES
BACQ,Financial Services,,,,,,UNITED STATES
BACQR,,,,,,,UNITED STATES
BACQU,Financial Services,,,,,,UNITED STATES
BAER,Industrials,,,,,,UNITED STATES
BAERW,Industrials,,,,,,UNITED STATES
BAFN,Financial Services,,,,,,UNITED STATES
BAH,Industrials,,,,,,UNITED STATES
BAK,Basic Materials,,,,,,BRAZIL
BALL,Consumer Cyclical,,,,,,UNITED STATES
BALY,Consumer Cyclical,,,,,,UNITED STATES
BAM,Financial Services,,,,,,UNITED STATES
BANC,Financial Services,,,,,,UNITED STATES
BAND,Technology,,,,,,UNITED STATES
BANF,Financial Services,,,,,,UNITED STATES
BANL,Energy,,,,,,MALAYSIA
BANR,Financial Services,,,,,,UNITED STATES
BANX,Financial Services,,,,,,UNITED STATES
BAOS,Communication Services,,,,,,CHINA
BAP,Financial Services,,,,,,PERU
BARK,Consumer Cyclical,,,,,,UNITED STATES
BATL,Energy,,,,,,UNITED STATES
BATRA,Communication Services,,,,,,UNITED STATES
BATRK,Communication Services,,,,,,UNITED STATES
BAX,Healthcare,,,,,,UNITED STATES
BAYA,Financial Services,,,,,,UNITED STATES
BAYAR,,,,,,,UNITED STATES
BAYAU,Financial Services,,,,,,UNITED STATES
BB,Technology,,,,,,CANADA
BBAI,Technology,,,,,,UNITED STATES
BBAR,Financial Services,,,,,,ARGENTINA
BBCP,Industrials,,,,,,UNITED STATES
BBD,Financial Services,,,,,,BRAZIL
BBDC,Financial Services,,,,,,UNITED STATES
BBDO,Financial Services,,,,,,BRAZIL
BBGI,Communication Services,,,,,,UNITED STATES
BBIO,Healthcare,,,,,,UNITED STATES
BBLG,Healthcare,,,,,,UNITED STATES
BBLGW,Healthcare,,,,,,UNITED STATES
BBNX,Healthcare,,,,,,UNITED STATES
BBOT,Healthcare,,,,,,UNITED STATES
BBSI,Industrials,,,,,,UNITED STATES
BBT,Financial Services,,,,,,UNITED STATES
BBU,Industrials,,,,,,BERMUDA
BBUC,Financial Services,,,,,,UNITED STATES
BBVA,Financial Services,,,,,,SPAIN
BBW,Consumer Cyclical,,,,,,UNITED STATES
BBWI,Consumer Cyclical,,,,,,UNITED STATES
BBY,Consumer Cyclical,,,,,,UNITED STATES
BBYY,,,,,,,UNITED STATES
BC,Consumer Cyclical,,,,,,UNITED STATES
BCAB,Healthcare,,,,,,UNITED STATES
BCAL,Financial Services,,,,,,UNITED STATES
BCAR,Financial Services,,,,,,UNITED STATES
BCARU,Financial Services,,,,,,UNITED STATES
BCARW,Financial Services,,,,,,UNITED STATES
BCAT,Financial Services,,,,,,UNITED STATES
BCAX,Healthcare,,,,,,UNITED STATES
BCBP,Financial Services,,,,,,UNITED STATES
BCC,Basic Materials,,,,,,UNITED STATES
BCDA,Healthcare,,,,,,UNITED STATES
BCE,Communication Services,,,,,,CANADA
BCG,Financial Services,,,,,,UNITED STATES
BCGWW,Financial Services,,,,,,UNITED STATES
BCH,Financial Services,,,,,,CHILE
BCIC,Financial Services,,,,,,UNITED STATES
BCML,Financial Services,,,,,,UNITED STATES
BCO,Industrials,,,,,,UNITED STATES
BCPC,Basic Materials,,,,,,UNITED STATES
BCRX,Healthcare,,,,,,UNITED STATES
BCS,Financial Services,,,,,,UNITED KINGDOM
BCSF,Financial Services,,,,,,UNITED STATES
BCTX,Healthcare,,,,,,CANADA
BCTXW,Healthcare,,,,,,CANADA
BCTXZ,Healthcare,,,,,,CANADA
BCYC,Healthcare,,,,,,UNITED KINGDOM
BDC,Technology,,,,,,UNITED STATES
BDCI,Financial Services,,,,,,UNITED STATES
BDCIU,Financial Services,,,,,,UNITED STATES
BDCIW,Financial Services,,,,,,UNITED STATES
BDL,Consumer Cyclical,,,,,,UNITED STATES
BDMD,Healthcare,,,,,,CHINA
BDMDW,Healthcare,,,,,,CHINA
BDN,Real Estate,,,,,,UNITED STATES
BDRX,Healthcare,,,,,,UNITED KINGDOM
BDSX,Healthcare,,,,,,UNITED STATES
BDTX,Healthcare,,,,,,UNITED STATES
BDX,Healthcare,,,,,,UNITED STATES
BE,Industrials,,,,,,UNITED STATES
BEAG,Financial Services,,,,,,UNITED STATES
BEAGR,,,,,,,UNITED STATES
BEAGU,Financial Services,,,,,,UNITED STATES
BEAM,Healthcare,,,,,,UNITED STATES
BEAT,Healthcare,,,,,,UNITED STATES
BEDU,Consumer Defensive,,,,,,UNITED KINGDOM
BEEM,Technology,,,,,,UNITED STATES
BEEP,Industrials,,,,,,UNITED STATES
BEKE,Real Estate,,,,,,CHINA
BELFA,Technology,,,,,,UNITED STATES
BELFB,Technology,,,,,,UNITED STATES
BEN,Financial Services,,,,,,UNITED STATES
BENF,Financial Services,,,,,,UNITED STATES
BENFW,Financial Services,,,,,,UNITED STATES
BEP,Utilities,,,,,,CANADA
BEPC,Utilities,,,,,,UNITED STATES
BETA,Industrials,,,,,,UNITED STATES
BETR,Financial Services,,,,,,UNITED STATES
BETRW,Financial Services,,,,,,UNITED STATES
BF-A,Consumer Defensive,,,,,,UNITED STATES
BF-B,Consumer Defensive,,,,,,UNITED STATES
BFAM,Consumer Cyclical,,,,,,UNITED STATES
BFC,Financial Services,,,,,,UNITED STATES
BFH,Financial Services,,,,,,UNITED STATES
BFIN,Financial Services,,,,,,UNITED STATES
BFLY,Healthcare,,,,,,UNITED STATES
BFRG,Healthcare,,,,,,UNITED STATES
BFRI,Healthcare,,,,,,UNITED STATES
BFRIW,Healthcare,,,,,,UNITED STATES
BFS,Real Estate,,,,,,UNITED STATES
BFST,Financial Services,,,,,,UNITED STATES
BG,Consumer Defensive,,,,,,UNITED STATES
BGC,Financial Services,,,,,,UNITED STATES
BGI,Consumer Cyclical,,,,,,CANADA
BGIN,Technology,,,,,,SINGAPORE
BGLC,Basic Materials,,,,,,MALAYSIA
BGLWW,Basic Materials,,,,,,CAYMAN ISLANDS
BGM,Healthcare,,,,,,CHINA
BGMS,Healthcare,,,,,,MALAYSIA
BGMSP,Healthcare,,,,,,MALAYSIA
BGS,Consumer Defensive,,,,,,UNITED STATES
BGSF,Industrials,,,,,,UNITED STATES
BGSI,Consumer Cyclical,,,,,,CANADA
BH,Consumer Cyclical,,,,,,UNITED STATES
BH-A,Consumer Cyclical,,,,,,UNITED STATES
BHAT,Communication Services,,,,,,CHINA
BHB,Financial Services,,,,,,UNITED STATES
BHC,Healthcare,,,,,,CANADA
BHE,Technology,,,,,,UNITED STATES
BHF,Financial Services,,,,,,UNITED STATES
BHFAM,Financial Services,,,,,,UNITED STATES
BHFAN,Financial Services,,,,,,UNITED STATES
BHFAO,Financial Services,,,,,,UNITED STATES
BHFAP,Financial Services,,,,,,UNITED STATES
BHM,Real Estate,,,,,,UNITED STATES
BHP,Basic Materials,,,,,,AUSTRALIA
BHR,Real Estate,,,,,,UNITED STATES
BHRB,Financial Services,,,,,,UNITED STATES
BHVN,Healthcare,,,,,,UNITED STATES
BIAF,Healthcare,,,,,,UNITED STATES
BIAFW,Healthcare,,,,,,UNITED STATES
BIDU,Communication Services,,,,,,CHINA
BIIB,Healthcare,,,,,,UNITED STATES
BILI,Communication Services,,,,,,CHINA
BILL,Technology,,,,,,UNITED STATES
BINI,Consumer Cyclical,,,,,,UNITED STATES
BIO,Healthcare,,,,,,UNITED STATES
BIO-B,Healthcare,,,,,,UNITED STATES
BIOA,Healthcare,,,,,,UNITED STATES
BIOX,Basic Materials,,,,,,ARGENTINA
BIP,Utilities,,,,,,BERMUDA
BIPC,Utilities,,,,,,UNITED STATES
BIRD,Consumer Cyclical,,,,,,UNITED STATES
BIRK,Consumer Cyclical,,,,,,UNITED KINGDOM
BITF,Financial Services,,,,,,CANADA
BIVI,Healthcare,,,,,,UNITED STATES
BIVIW,Healthcare,,,,,,UNITED STATES
BIYA,Technology,,,,,,CHINA
BJ,Consumer Defensive,,,,,,UNITED STATES
BJDX,Healthcare,,,,,,UNITED STATES
BJRI,Consumer Cyclical,,,,,,UNITED STATES
BK,Financial Services,,,,,,UNITED STATES
BKD,Healthcare,,,,,,UNITED STATES
BKE,Consumer Cyclical,,,,,,UNITED STATES
BKH,Utilities,,,,,,UNITED STATES
BKHA,Financial Services,,,,,,UNITED STATES
BKHAR,,,,,,,UNITED STATES
BKHAU,Financial Services,,,,,,UNITED STATES
BKKT,Technology,,,,,,UNITED STATES
BKNG,Consumer Cyclical,,,,,,UNITED STATES
BKR,Energy,,,,,,UNITED STATES
BKSY,Industrials,,,,,,UNITED STATES
BKTI,Technology,,,,,,UNITED STATES
BKU,Financial Services,,,,,,UNITED STATES
BKV,Energy,,,,,,UNITED STATES
BKYI,Industrials,,,,,,UNITED STATES
BL,Technology,,,,,,UNITED STATES
BLBD,Industrials,,,,,,UNITED STATES
BLBX,Technology,,,,,,UNITED STATES
BLCO,Healthcare,,,,,,CANADA
BLD,Industrials,,,,,,UNITED STATES
BLDP,Industrials,,,,,,CANADA
BLDR,Industrials,,,,,,UNITED STATES
BLFS,Healthcare,,,,,,UNITED STATES
BLFY,Financial Services,,,,,,UNITED STATES
BLIN,Technology,,,,,,UNITED STATES
BLIV,Technology,,,,,,SINGAPORE
BLK,Financial Services,,,,,,UNITED STATES
BLKB,Technology,,,,,,UNITED STATES
BLMN,Consumer Cyclical,,,,,,UNITED STATES
BLMZ,Communication Services,,,,,,JAPAN
BLND,Technology,,,,,,UNITED STATES
BLNE,Financial Services,,,,,,UNITED STATES
BLNK,Industrials,,,,,,UNITED STATES
BLRX,Healthcare,,,,,,ISRAEL
BLSH,Technology,,,,,,CAYMAN ISLANDS
BLTE,Healthcare,,,,,,UNITED STATES
BLUW,Financial Services,,,,,,UNITED STATES
BLUWU,Financial Services,,,,,,UNITED STATES
BLX,Financial Services,,,,,,PANAMA
BLZE,Technology,,,,,,UNITED STATES
BMA,Financial Services,,,,,,ARGENTINA
BMBL,Communication Services,,,,,,UNITED STATES
BMEA,Healthcare,,,,,,UNITED STATES
BMEZ,Financial Services,,,,,,UNITED STATES
BMGL,Healthcare,,,,,,SINGAPORE
BMHL,Financial Services,,,,,,HONG KONG
BMI,Technology,,,,,,UNITED STATES
BMN,Financial Services,,,,,,UNITED STATES
BMNG,,,,,,,UNITED STATES
BMNR,Financial Services,,,,,,UNITED STATES
BMO,Financial Services,,,,,,CANADA
BMR,Technology,,,,,,ISRAEL
BMRA,Healthcare,,,,,,UNITED STATES
BMRC,Financial Services,,,,,,UNITED STATES
BMRN,Healthcare,,,,,,UNITED STATES
BMY,Healthcare,,,,,,UNITED STATES
BN,Financial Services,,,,,,CANADA
BNAI,Technology,,,,,,UNITED STATES
BNAIW,Technology,,,,,,UNITED STATES
BNBX,Healthcare,,,,,,UNITED STATES
BNC,Industrials,,,,,,UNITED STATES
BNCWW,Industrials,,,,,,UNITED STATES
BNED,Consumer Cyclical,,,,,,UNITED STATES
BNGO,Healthcare,,,,,,UNITED STATES
BNKK,Financial Services,,,,,,UNITED STATES
BNKKW,Financial Services,,,,,,UNITED STATES
BNL,Real Estate,,,,,,UNITED STATES
BNR,Healthcare,,,,,,CHINA
BNRG,Utilities,,,,,,ISRAEL
BNS,Financial Services,,,,,,CANADA
BNT,Financial Services,,,,,,BERMUDA
BNTC,Healthcare,,,,,,UNITED STATES
BNTX,Healthcare,,,,,,GERMANY
BNZI,Technology,,,,,,UNITED STATES
BNZIW,Technology,,,,,,UNITED STATES
BOC,Industrials,,,,,,UNITED STATES
BODI,Communication Services,,,,,,UNITED STATES
BOF,Consumer Defensive,,,,,,UNITED STATES
BOH,Financial Services,,,,,,UNITED STATES
BOKF,Financial Services,,,,,,UNITED STATES
BOLD,Healthcare,,,,,,UNITED STATES
BOLT,Healthcare,,,,,,UNITED STATES
BON,Basic Materials,,,,,,CHINA
BOOM,Industrials,,,,,,UNITED STATES
BOOT,Consumer Cyclical,,,,,,UNITED STATES
BORR,Energy,,,,,,BERMUDA
BOSC,Technology,,,,,,ISRAEL
BOTJ,Financial Services,,,,,,UNITED STATES
BOW,Financial Services,,,,,,UNITED STATES
BOWN,Financial Services,,,,,,UNITED STATES
BOWNR,,,,,,,UNITED STATES
BOWNU,Financial Services,,,,,,UNITED STATES
BOX,Technology,,,,,,UNITED STATES
BOXL,Technology,,,,,,UNITED STATES
BP,Energy,,,,,,UNITED KINGDOM
BPOP,Financial Services,,,,,,UNITED STATES
BPRN,Financial Services,,,,,,UNITED STATES
BPYPM,Financial Services,,,,,,BERMUDA
BPYPN,Real Estate,,,,,,BERMUDA
BPYPO,Real Estate,,,,,,BERMUDA
BPYPP,Real Estate,,,,,,BERMUDA
BQ,Consumer Cyclical,,,,,,CHINA
BR,Technology,,,,,,UNITED STATES
BRAG,Consumer Cyclical,,,,,,CANADA
BRBI,Financial Services,,,,,,BRAZIL
BRBR,Consumer Defensive,,,,,,UNITED STATES
BRBS,Financial Services,,,,,,UNITED STATES
BRC,Industrials,,,,,,UNITED STATES
BRCB,Consumer Cyclical,,,,,,UNITED STATES
BRCC,Consumer Defensive,,,,,,UNITED STATES
BRCE,,,,,,,UNITED STATES
BRFH,Consumer Defensive,,,,,,UNITED STATES
BRIA,Consumer Cyclical,,,,,,SINGAPORE
BRID,Consumer Defensive,,,,,,UNITED STATES
BRIE,,,,,,,UNITED STATES
BRK-A,Financial Services,,,,,,UNITED STATES
BRK-B,Financial Services,,,,,,UNITED STATES
BRKR,Healthcare,,,,,,UNITED STATES
BRLS,Consumer Defensive,,,,,,CANADA
BRLSW,Consumer Defensive,,,,,,CANADA
BRLT,Consumer Cyclical,,,,,,UNITED STATES
BRN,Energy,,,,,,UNITED STATES
BRNS,Healthcare,,,,,,UNITED KINGDOM
BRO,Financial Services,,,,,,UNITED STATES
BROS,Consumer Cyclical,,,,,,UNITED STATES
BRR,Financial Services,,,,,,UNITED STATES
BRRWU,Financial Services,,,,,,UNITED STATES
BRRWW,Financial Services,,,,,,UNITED STATES
BRSL,Consumer Cyclical,,,,,,UNITED KINGDOM
BRSP,Real Estate,,,,,,UNITED STATES
BRT,Real Estate,,,,,,UNITED STATES
BRTX,Healthcare,,,,,,UNITED STATES
BRW,Financial Services,,,,,,UNITED STATES
BRX,Real Estate,,,,,,UNITED STATES
BRY,Energy,,,,,,UNITED STATES
BRZE,Technology,,,,,,UNITED STATES
BSAA,Financial Services,,,,,,HONG KONG
BSAAR,,,,,,,HONG KONG
BSAAU,Financial Services,,,,,,HONG KONG
BSAC,Financial Services,,,,,,CHILE
BSBK,Financial Services,,,,,,UNITED STATES
BSBR,Financial Services,,,,,,BRAZIL
BSET,Consumer Cyclical,,,,,,UNITED STATES
BSLK,Basic Materials,,,,,,UNITED STATES
BSLKW,Basic Materials,,,,,,UNITED STATES
BSM,Energy,,,,,,UNITED STATES
BSRR,Financial Services,,,,,,UNITED STATES
BSTZ,Financial Services,,,,,,UNITED STATES
BSVN,Financial Services,,,,,,UNITED STATES
BSX,Healthcare,,,,,,UNITED STATES
BSY,Technology,,,,,,UNITED STATES
BTAI,Healthcare,,,,,,UNITED STATES
BTBD,Consumer Cyclical,,,,,,UNITED STATES
BTBT,Financial Services,,,,,,UNITED STATES
BTCS,Financial Services,,,,,,UNITED STATES
BTCT,Technology,,,,,,SINGAPORE
BTDR,Technology,,,,,,SINGAPORE
BTE,Energy,,,,,,CANADA
BTG,Basic Materials,,,,,,CANADA
BTI,Consumer Defensive,,,,,,UNITED KINGDOM
BTM,Financial Services,,,,,,UNITED STATES
BTMD,Healthcare,,,,,,UNITED STATES
BTOC,Industrials,,,,,,UNITED STATES
BTOG,Financial Services,,,,,,SINGAPORE
BTSG,Healthcare,,,,,,UNITED STATES
BTSGU,Healthcare,,,,,,UNITED STATES
BTU,Energy,,,,,,UNITED STATES
BTX,Financial Services,,,,,,UNITED STATES
BUD,Consumer Defensive,,,,,,BELGIUM
BULL,Technology,,,,,,UNITED STATES
BULLW,Technology,,,,,,UNITED STATES
BULLZ,,,,,,,UNITED STATES
BUR,Financial Services,,,,,,GUERNSEY
BURL,Consumer Cyclical,,,,,,UNITED STATES
BURU,Industrials,,,,,,UNITED STATES
BUSE,Financial Services,,,,,,UNITED STATES
BUSEP,Financial Services,,,,,,UNITED STATES
BUUU,Industrials,,,,,,HONG KONG
BV,Industrials,,,,,,UNITED STATES
BVFL,Financial Services,,,,,,UNITED STATES
BVN,Basic Materials,,,,,,PERU
BVS,Healthcare,,,,,,UNITED STATES
BW,Industrials,,,,,,UNITED STATES
BWA,Consumer Cyclical,,,,,,UNITED STATES
BWAY,Healthcare,,,,,,ISRAEL
BWB,Financial Services,,,,,,UNITED STATES
BWBBP,Financial Services,,,,,,UNITED STATES
BWEN,Industrials,,,,,,UNITED STATES
BWFG,Financial Services,,,,,,UNITED STATES
BWIN,Financial Services,,,,,,UNITED STATES
BWLP,Industrials,,,,,,SINGAPORE
BWMN,Industrials,,,,,,UNITED STATES
BWMX,Consumer Cyclical,,,,,,MEXICO
BWXT,Industrials,,,,,,UNITED STATES
BX,Financial Services,,,,,,UNITED STATES
BXC,Industrials,,,,,,UNITED STATES
BXMT,Real Estate,,,,,,UNITED STATES
BXP,Real Estate,,,,,,UNITED STATES
BXSL,Financial Services,,,,,,UNITED STATES
BY,Financial Services,,,,,,UNITED STATES
BYAH,Consumer Defensive,,,,,,CHINA
BYD,Consumer Cyclical,,,,,,UNITED STATES
BYFC,Financial Services,,,,,,UNITED STATES
BYND,Consumer Defensive,,,,,,UNITED STATES
BYRN,Industrials,,,,,,UNITED STATES
BYSI,Healthcare,,,,,,UNITED STATES
BZ,Communication Services,,,,,,CHINA
BZAI,Technology,,,,,,UNITED STATES
BZAIW,Technology,,,,,,UNITED STATES
BZFD,Communication Services,,,,,,UNITED STATES
BZFDW,Communication Services,,,,,,UNITED STATES
BZH,Consumer Cyclical,,,,,,UNITED STATES
BZUN,Consumer Cyclical,,,,,,CHINA
C,Financial Services,,,,,,UNITED STATES
CAAP,Industrials,,,,,,LUXEMBOURG
CAAS,Consumer Cyclical,,,,,,CHINA
CABA,Healthcare,,,,,,UNITED STATES
CABO,Communication Services,,,,,,UNITED STATES
CAC,Financial Services,,,,,,UNITED STATES
CACC,Financial Services,,,,,,UNITED STATES
CACI,Technology,,,,,,UNITED STATES
CADE,Financial Services,,,,,,UNITED STATES
CADL,Healthcare,,,,,,UNITED STATES
CAE,Industrials,,,,,,CANADA
CAEP,Financial Services,,,,,,UNITED STATES
CAG,Consumer Defensive,,,,,,UNITED STATES
CAH,Healthcare,,,,,,UNITED STATES
CAI,Healthcare,,,,,,UNITED STATES
CAKE,Consumer Cyclical,,,,,,UNITED STATES
CAL,Consumer Cyclical,,,,,,UNITED STATES
CALC,Healthcare,,,,,,UNITED STATES
CALM,Consumer Defensive,,,,,,UNITED STATES
CALX,Technology,,,,,,UNITED STATES
CAMP,Healthcare,,,,,,UNITED STATES
CAMT,Technology,,,,,,ISRAEL
CAN,Technology,,,,,,SINGAPORE
CANF,Healthcare,,,,,,ISRAEL
CANG,Financial Services,,,,,,HONG KONG
CAPL,Energy,,,,,,UNITED STATES
CAPN,Financial Services,,,,,,UNITED STATES
CAPNR,,,,,,,UNITED STATES
CAPNU,Financial Services,,,,,,UNITED STATES
CAPR,Healthcare,,,,,,UNITED STATES
CAPS,Basic Materials,,,,,,UNITED STATES
CAPT,Basic Materials,,,,,,SOUTH KOREA
CAPTW,Basic Materials,,,,,,SOUTH KOREA
CAR,Industrials,,,,,,UNITED STATES
CARE,Financial Services,,,,,,UNITED STATES
CARG,Consumer Cyclical,,,,,,UNITED STATES
CARL,Healthcare,,,,,,UNITED STATES
CARR,Industrials,,,,,,UNITED STATES
CARS,Communication Services,,,,,,UNITED STATES
CART,Consumer Cyclical,,,,,,UNITED STATES
CARV,Financial Services,,,,,,UNITED STATES
CASH,Financial Services,,,,,,UNITED STATES
CASI,Healthcare,,,,,,CHINA
CASS,Industrials,,,,,,UNITED STATES
CASY,Consumer Cyclical,,,,,,UNITED STATES
CAT,Industrials,,,,,,UNITED STATES
CATO,Consumer Cyclical,,,,,,UNITED STATES
CATX,Healthcare,,,,,,UNITED STATES
CATY,Financial Services,,,,,,UNITED STATES
CAUD,Technology,,,,,,UNITED STATES
CAVA,Consumer Cyclical,,,,,,UNITED STATES
CB,Financial Services,,,,,,SWITZERLAND
CBAN,Financial Services,,,,,,UNITED STATES
CBAT,Industrials,,,,,,CHINA
CBFV,Financial Services,,,,,,UNITED STATES
CBIO,Healthcare,,,,,,UNITED STATES
CBK,Financial Services,,,,,,UNITED STATES
CBL,Real Estate,,,,,,UNITED STATES
CBLL,Healthcare,,,,,,UNITED STATES
CBNA,Financial Services,,,,,,UNITED STATES
CBNK,Financial Services,,,,,,UNITED STATES
CBOE,Financial Services,,,,,,UNITED STATES
CBRE,Real Estate,,,,,,UNITED STATES
CBRL,Consumer Cyclical,,,,,,UNITED STATES
CBSH,Financial Services,,,,,,UNITED STATES
CBT,Basic Materials,,,,,,UNITED STATES
CBU,Financial Services,,,,,,UNITED STATES
CBUS,Healthcare,,,,,,UNITED STATES
CBZ,Industrials,,,,,,UNITED STATES
CC,Basic Materials,,,,,,UNITED STATES
CCAP,Financial Services,,,,,,UNITED STATES
CCB,Financial Services,,,,,,UNITED STATES
CCBG,Financial Services,,,,,,UNITED STATES
CCC,Technology,,,,,,UNITED STATES
CCCC,Healthcare,,,,,,UNITED STATES
CCCX,Financial Services,,,,,,UNITED STATES
CCCXU,Financial Services,,,,,,UNITED STATES
CCCXW,Financial Services,,,,,,UNITED STATES
CCEC,Industrials,,,,,,GREECE
CCEL,Healthcare,,,,,,UNITED STATES
CCEP,Consumer Defensive,,,,,,UNITED KINGDOM
CCG,Communication Services,,,,,,CHINA
CCGWW,Communication Services,,,,,,CHINA
CCI,Real Estate,,,,,,UNITED STATES
CCII,Financial Services,,,,,,UNITED STATES
CCIIU,Financial Services,,,,,,UNITED STATES
CCIIW,Financial Services,,,,,,UNITED STATES
CCIX,Financial Services,,,,,,UNITED STATES
CCIXU,Financial Services,,,,,,UNITED STATES
CCIXW,Financial Services,,,,,,UNITED STATES
CCJ,Energy,,,,,,CANADA
CCK,Consumer Cyclical,,,,,,UNITED STATES
CCL,Consumer Cyclical,,,,,,UNITED STATES
CCLD,Healthcare,,,,,,UNITED STATES
CCLDO,Healthcare,,,,,,UNITED STATES
CCM,Healthcare,,,,,,CHINA
CCNE,Financial Services,,,,,,UNITED STATES
CCNEP,Financial Services,,,,,,UNITED STATES
CCO,Communication Services,,,,,,UNITED STATES
CCOI,Communication Services,,,,,,UNITED STATES
CCRN,Healthcare,,,,,,UNITED STATES
CCS,Real Estate,,,,,,UNITED STATES
CCSI,Technology,,,,,,UNITED STATES
CCTG,Industrials,,,,,,HONG KONG
CCU,Consumer Defensive,,,,,,CHILE
CDE,Basic Materials,,,,,,UNITED STATES
CDIO,Healthcare,,,,,,UNITED STATES
CDIOW,Healthcare,,,,,,UNITED STATES
CDLR,Industrials,,,,,,DENMARK
CDLX,Communication Services,,,,,,UNITED STATES
CDNA,Healthcare,,,,,,UNITED STATES
CDNS,Technology,,,,,,UNITED STATES
CDP,Real Estate,,,,,,UNITED STATES
CDRE,Industrials,,,,,,UNITED STATES
CDRO,Consumer Cyclical,,,,,,LUXEMBOURG
CDROW,Consumer Cyclical,,,,,,LUXEMBOURG
CDT,Healthcare,,,,,,UNITED STATES
CDTG,Industrials,,,,,,CHINA
CDTTW,Healthcare,,,,,,UNITED STATES
CDTX,Healthcare,,,,,,UNITED STATES
CDW,Technology,,,,,,UNITED STATES
CDXS,Healthcare,,,,,,UNITED STATES
CDZI,Utilities,,,,,,UNITED STATES
CDZIP,Utilities,,,,,,UNITED STATES
CE,Basic Materials,,,,,,UNITED STATES
CECO,Industrials,,,,,,UNITED STATES
CEG,Utilities,,,,,,UNITED STATES
CELC,Healthcare,,,,,,UNITED STATES
CELH,Consumer Defensive,,,,,,UNITED STATES
CELU,Healthcare,,,,,,UNITED STATES
CELUW,Healthcare,,,,,,UNITED STATES
CELZ,Healthcare,,,,,,UNITED STATES
CENN,Consumer Cyclical,,,,,,UNITED STATES
CENT,Consumer Defensive,,,,,,UNITED STATES
CENTA,Consumer Defensive,,,,,,UNITED STATES
CENX,Basic Materials,,,,,,UNITED STATES
CEP,Financial Services,,,,,,UNITED STATES
CEPF,Financial Services,,,,,,UNITED STATES
CEPO,Financial Services,,,,,,UNITED STATES
CEPT,Financial Services,,,,,,UNITED STATES
CEPU,Utilities,,,,,,ARGENTINA
CEPV,Financial Services,,,,,,UNITED STATES
CERS,Healthcare,,,,,,UNITED STATES
CERT,Healthcare,,,,,,UNITED STATES
CETX,Technology,,,,,,UNITED STATES
CETY,Industrials,,,,,,UNITED STATES
CEVA,Technology,,,,,,UNITED STATES
CF,Basic Materials,,,,,,UNITED STATES
CFBK,Financial Services,,,,,,UNITED STATES
CFFI,Financial Services,,,,,,UNITED STATES
CFFN,Financial Services,,,,,,UNITED STATES
CFG,Financial Services,,,,,,UNITED STATES
CFLT,Technology,,,,,,UNITED STATES
CFND,,,,,,,UNITED STATES
CFR,Financial Services,,,,,,UNITED STATES
CFSB,Financial Services,,,,,,UNITED STATES
CG,Financial Services,,,,,,UNITED STATES
CGAU,Basic Materials,,,,,,CANADA
CGBD,Financial Services,,,,,,UNITED STATES
CGC,Healthcare,,,,,,CANADA
CGCT,Financial Services,,,,,,UNITED STATES
CGCTU,Financial Services,,,,,,UNITED STATES
CGCTW,Financial Services,,,,,,UNITED STATES
CGEM,Healthcare,,,,,,UNITED STATES
CGEN,Healthcare,,,,,,ISRAEL
CGNT,Technology,,,,,,ISRAEL
CGNX,Technology,,,,,,UNITED STATES
CGON,Healthcare,,,,,,UNITED STATES
CGTL,Consumer Cyclical,,,,,,HONG KONG
CGTX,Healthcare,,,,,,UNITED STATES
CHA,Consumer Cyclical,,,,,,CHINA
CHAC,Financial Services,,,,,,UNITED STATES
CHACR,,,,,,,UNITED STATES
CHACU,Financial Services,,,,,,UNITED STATES
CHAI,Communication Services,,,,,,UNITED STATES
CHAR,Financial Services,,,,,,UNITED STATES
CHARR,,,,,,,UNITED STATES
CHARU,Financial Services,,,,,,UNITED STATES
CHCI,Real Estate,,,,,,UNITED STATES
CHCO,Financial Services,,,,,,UNITED STATES
CHCT,Real Estate,,,,,,UNITED STATES
CHD,Consumer Defensive,,,,,,UNITED STATES
CHDN,Consumer Cyclical,,,,,,UNITED STATES
CHE,Healthcare,,,,,,UNITED STATES
CHECU,Financial Services,,,,,,SINGAPORE
CHEF,Consumer Defensive,,,,,,UNITED STATES
CHEK,Healthcare,,,,,,ISRAEL
CHGG,Consumer Defensive,,,,,,UNITED STATES
CHH,Consumer Cyclical,,,,,,UNITED STATES
CHKP,Technology,,,,,,ISRAEL
CHMG,Financial Services,,,,,,UNITED STATES
CHMI,Real Estate,,,,,,UNITED STATES
CHNR,Basic Materials,,,,,,CHINA
CHOW,Technology,,,,,,HONG KONG
CHPG,Financial Services,,,,,,UNITED STATES
CHPGR,,,,,,,UNITED STATES
CHPGU,Financial Services,,,,,,UNITED STATES
CHPT,Consumer Cyclical,,,,,,UNITED STATES
CHR,Communication Services,,,,,,CHINA
